revenue,gross_margin_pct,conversion_rate,cac,return_rate,order_count,sessions,spend,data_completeness,freshness_hours,region_EU,region_RoW,region_UK
9958.13,0.3838865831235381,0.026200873362445413,40.12875,0.0,6,229,321.03,1.0,24.0,1.0,0.0,0.0
5630.08,0.3927239222178015,0.025108225108225107,31.0028125,0.6551724137931034,29,1155,992.09,1.0,24.0,0.0,0.0,1.0
666.12,0.4038578634480273,0.03076923076923077,40.12875,0.0,2,65,321.03,1.0,48.0,1.0,0.0,0.0
4110.0,0.3982515815085158,0.03346456692913386,31.0028125,0.29411764705882354,17,508,992.09,1.0,48.0,0.0,0.0,1.0
1498.45,0.4058715339183824,0.02040816326530612,40.12875,0.75,4,196,321.03,1.0,72.0,1.0,0.0,0.0
3756.12,0.394613084778974,0.029769959404600813,31.0028125,0.6363636363636364,22,739,992.09,1.0,72.0,0.0,0.0,1.0
347.56,0.3788617792611348,0.03225806451612903,32.437777777777775,0.0,1,31,291.94,1.0,24.0,1.0,0.0,0.0
10531.15,0.39577178180920414,0.028050490883590462,25.732682926829266,0.325,40,1426,2110.08,1.0,24.0,0.0,0.0,1.0
793.87,0.3876465920112865,0.021231422505307854,32.437777777777775,4.0,10,471,291.94,1.0,48.0,1.0,0.0,0.0
27211.58,0.3897264877673403,0.020202020202020204,25.732682926829266,0.5769230769230769,52,2574,2110.08,1.0,48.0,0.0,0.0,1.0
670.47,0.376418780855221,0.023529411764705882,32.437777777777775,1.0,4,170,291.94,1.0,72.0,1.0,0.0,0.0
7044.58,0.4077163436287187,0.03296703296703297,24.206666666666667,1.3333333333333333,3,91,72.62,1.0,72.0,0.0,1.0,0.0
25280.66,0.3882236579266522,0.024294670846394983,25.732682926829266,0.7741935483870968,62,2552,2110.08,1.0,72.0,0.0,0.0,1.0
5653.89,0.3892535227958096,0.02127659574468085,32.437777777777775,0.0,7,329,291.94,1.0,96.0,1.0,0.0,0.0
16014.45,0.38747011605144105,0.021919142717973697,25.732682926829266,0.6222222222222222,45,2053,2110.08,1.0,96.0,0.0,0.0,1.0
1332.16,0.38668005344703343,0.05555555555555555,32.437777777777775,0.0,4,72,291.94,1.0,144.0,1.0,0.0,0.0
14238.64,0.3954391430642252,0.04742684157416751,25.732682926829266,0.40425531914893614,47,991,2110.08,1.0,144.0,0.0,0.0,1.0
3416.34,0.39931227571026306,0.030120481927710843,25.471333333333334,0.2,5,166,382.07,1.0,0.0,1.0,0.0,0.0
81.6,0.4,0.030303030303030304,27.77,0.0,1,33,83.31,1.0,0.0,0.0,1.0,0.0
11281.76,0.396825326899349,0.028094820017559263,22.36905882352941,0.1875,32,1139,1901.37,1.0,0.0,0.0,0.0,1.0
5855.2,0.3988081705150977,0.025830258302583026,25.471333333333334,0.0,7,271,382.07,1.0,24.0,1.0,0.0,0.0
462.5,0.3747416216216216,0.023809523809523808,27.77,0.0,1,42,83.31,1.0,24.0,0.0,1.0,0.0
52749.86,0.39219955275710683,0.0311601150527325,22.36905882352941,0.7076923076923077,65,2086,1901.37,1.0,24.0,0.0,0.0,1.0
2577.74,0.3980292038762636,0.020100502512562814,25.471333333333334,0.25,8,398,382.07,1.0,48.0,1.0,0.0,0.0
13585.01,0.39038621245034055,0.02702702702702703,22.36905882352941,0.40425531914893614,47,1739,1901.37,1.0,48.0,0.0,0.0,1.0
2076.11,0.395741795954935,0.02127659574468085,25.471333333333334,0.0,2,94,382.07,1.0,72.0,1.0,0.0,0.0
12718.1,0.3892083251429066,0.033112582781456956,22.36905882352941,0.2222222222222222,45,1359,1901.37,1.0,72.0,0.0,0.0,1.0
29218.23,0.3894380802670114,0.02373887240356083,25.471333333333334,0.0,8,337,382.07,1.0,96.0,1.0,0.0,0.0
177.00000000000003,0.4,0.02127659574468085,27.77,0.0,1,47,83.31,1.0,96.0,0.0,1.0,0.0
9667.15,0.3936624444639837,0.030719482619240096,22.36905882352941,0.4473684210526316,38,1237,1901.37,1.0,96.0,0.0,0.0,1.0
7114.11,0.38548599895137975,0.04669887278582931,22.36905882352941,0.13793103448275862,29,621,1901.37,1.0,144.0,0.0,0.0,1.0
2428.26,0.38903000502417373,0.023255813953488372,38.30222222222223,0.0,4,172,344.72,1.0,0.0,1.0,0.0,0.0
431.3,0.39988986784140973,0.02702702702702703,38.13666666666666,0.0,1,37,114.41,1.0,0.0,0.0,1.0,0.0
13458.09,0.39122330880533573,0.019315188762071993,24.65394366197183,0.11363636363636363,44,2278,1750.4299999999998,1.0,0.0,0.0,0.0,1.0
3124.77,0.40061738943986275,0.034782608695652174,38.30222222222223,0.0,4,115,344.72,1.0,24.0,1.0,0.0,0.0
6754.390000000001,0.391898868735741,0.022207707380796866,24.65394366197183,0.2647058823529412,34,1531,1750.4299999999998,1.0,24.0,0.0,0.0,1.0
12052.09,0.380911717386777,0.03571428571428571,38.30222222222223,0.14285714285714285,7,196,344.72,1.0,48.0,1.0,0.0,0.0
238.5,0.35,0.029411764705882353,38.13666666666666,0.0,1,34,114.41,1.0,48.0,0.0,1.0,0.0
8811.630000000001,0.3960857412306237,0.02304147465437788,24.65394366197183,0.16666666666666666,30,1302,1750.4299999999998,1.0,48.0,0.0,0.0,1.0
4556.9,0.4005882068950382,0.024,38.30222222222223,0.3333333333333333,6,250,344.72,1.0,72.0,1.0,0.0,0.0
87.75,0.37639316239316234,0.02857142857142857,38.13666666666666,0.0,1,35,114.41,1.0,72.0,0.0,1.0,0.0
10086.8,0.39024101796407185,0.019682886823400764,24.65394366197183,0.4722222222222222,36,1829,1750.4299999999998,1.0,72.0,0.0,0.0,1.0
8859.18,0.38769312735490197,0.022321428571428572,38.30222222222223,1.8,5,224,344.72,1.0,96.0,1.0,0.0,0.0
14612.72,0.3957326904231382,0.017763845350052248,24.65394366197183,1.0,51,2871,1750.4299999999998,1.0,96.0,0.0,0.0,1.0
406.5,0.38952767527675275,0.05555555555555555,38.30222222222223,0.0,1,18,344.72,1.0,144.0,1.0,0.0,0.0
9771.45,0.39474341065041535,0.04746317512274959,24.65394366197183,0.6551724137931034,29,611,1750.4299999999998,1.0,144.0,0.0,0.0,1.0
5430.11,0.3984840822745764,0.027888446215139442,28.104545454545452,0.0,7,251,309.15,1.0,0.0,1.0,0.0,0.0
11783.09,0.3957190261637652,0.027925531914893616,19.75028846153846,0.2619047619047619,42,1504,2054.0299999999997,1.0,0.0,0.0,0.0,1.0
2694.47,0.3965008703010239,0.035398230088495575,28.104545454545452,0.75,8,226,309.15,1.0,24.0,1.0,0.0,0.0
2053.07,0.3979389402212297,0.02631578947368421,35.199999999999996,0.0,1,38,105.6,1.0,24.0,0.0,1.0,0.0
18033.81,0.3874096156053546,0.03264522323571772,19.75028846153846,0.7058823529411765,68,2083,2054.0299999999997,1.0,24.0,0.0,0.0,1.0
3322.49,0.4017770708113493,0.023529411764705882,28.104545454545452,0.0,6,255,309.15,1.0,48.0,1.0,0.0,0.0
13471.36,0.39272875938286855,0.03208556149732621,19.75028846153846,0.5166666666666667,60,1870,2054.0299999999997,1.0,48.0,0.0,0.0,1.0
3490.86,0.3950089662719216,0.02735562310030395,28.104545454545452,1.7777777777777777,9,329,309.15,1.0,72.0,1.0,0.0,0.0
1693.88,0.39014209979455455,0.0196078431372549,35.199999999999996,0.0,1,51,105.6,1.0,72.0,0.0,1.0,0.0
15965.19,0.396018631785779,0.031496062992125984,19.75028846153846,0.8035714285714286,56,1778,2054.0299999999997,1.0,72.0,0.0,0.0,1.0
4359.4800000000005,0.40122117775514515,0.022222222222222223,28.104545454545452,1.8333333333333333,6,270,309.15,1.0,96.0,1.0,0.0,0.0
384.68,0.39325569304356867,0.02631578947368421,35.199999999999996,0.0,1,38,105.6,1.0,96.0,0.0,1.0,0.0
10816.45,0.3900123608022965,0.028189910979228485,19.75028846153846,1.263157894736842,38,1348,2054.0299999999997,1.0,96.0,0.0,0.0,1.0
6456.4400000000005,0.3947240274826376,0.05154639175257732,19.75028846153846,0.32,25,485,2054.0299999999997,1.0,144.0,0.0,0.0,1.0
5598.41,0.3958825094982325,0.0196078431372549,39.266666666666666,0.3333333333333333,9,459,353.4,1.0,0.0,1.0,0.0,0.0
11566.01,0.3914914391393402,0.027821316614420062,25.5492,0.4647887323943662,71,2552,2554.92,1.0,0.0,0.0,0.0,1.0
2722.8,0.3875433377405612,0.021176470588235293,39.266666666666666,0.4444444444444444,9,425,353.4,1.0,24.0,1.0,0.0,0.0
22833.88,0.389844297158433,0.020783645655877342,25.5492,0.5245901639344263,61,2935,2554.92,1.0,24.0,0.0,0.0,1.0
1045.65,0.389060966862717,0.027777777777777776,39.266666666666666,0.16666666666666666,6,216,353.4,1.0,48.0,1.0,0.0,0.0
15782.83,0.388873731770538,0.030634573304157548,25.5492,0.16071428571428573,56,1828,2554.92,1.0,48.0,0.0,0.0,1.0
2889.95,0.3964956487136455,0.03007518796992481,39.266666666666666,0.625,8,266,353.4,1.0,72.0,1.0,0.0,0.0
18806.8,0.3924099793691643,0.023137697516930022,25.5492,0.07317073170731707,41,1772,2554.92,1.0,72.0,0.0,0.0,1.0
2174.96,0.3985650310810314,0.025,39.266666666666666,0.5,6,240,353.4,1.0,96.0,1.0,0.0,0.0
45.57,0.39735352205398283,0.02631578947368421,26.486666666666668,0.0,1,38,79.46000000000001,1.0,96.0,0.0,1.0,0.0
15521.960000000001,0.3932303587948945,0.018867924528301886,25.5492,0.16279069767441862,43,2279,2554.92,1.0,96.0,0.0,0.0,1.0
3457.11,0.3868892514267698,0.041044776119402986,25.5492,0.0,11,268,2554.92,1.0,144.0,0.0,0.0,1.0
1899.03,0.3982008709709693,0.031914893617021274,49.65,5.0,3,94,248.25,1.0,0.0,1.0,0.0,0.0
192.0,0.3848749999999999,0.03007518796992481,20.116666666666667,0.5,4,133,60.35,1.0,0.0,0.0,1.0,0.0
20902.91,0.4372774412749229,0.029017857142857144,28.62661290322581,0.3076923076923077,39,1344,1774.8500000000001,1.0,0.0,0.0,0.0,1.0
1437.26,0.39110383646661007,0.028688524590163935,49.65,2.4285714285714284,7,244,248.25,1.0,24.0,1.0,0.0,0.0
12367.99,0.38811187589899404,0.022437841115827774,28.62661290322581,0.16216216216216217,37,1649,1774.8500000000001,1.0,24.0,0.0,0.0,1.0
1215.33,0.39580286835674255,0.025477707006369428,49.65,0.0,4,157,248.25,1.0,48.0,1.0,0.0,0.0
5735.24,0.3847269861418179,0.03125,20.116666666666667,0.0,1,32,60.35,1.0,48.0,0.0,1.0,0.0
4707.46,0.3984643948116394,0.032667876588021776,28.62661290322581,0.0,18,551,1774.8500000000001,1.0,48.0,0.0,0.0,1.0
619.51,0.40078013268550955,0.03260869565217391,49.65,0.0,3,92,248.25,1.0,72.0,1.0,0.0,0.0
12138.08,0.3933387899898501,0.018477920450986535,28.62661290322581,1.0338983050847457,59,3193,1774.8500000000001,1.0,72.0,0.0,0.0,1.0
2435.41,0.4023223194451858,0.02197802197802198,49.65,2.0,4,182,248.25,1.0,96.0,1.0,0.0,0.0
14786.470000000001,0.38618953002305495,0.028941355674028942,28.62661290322581,0.9473684210526315,76,2626,1774.8500000000001,1.0,96.0,0.0,0.0,1.0
5535.4,0.39550419120569424,0.041237113402061855,28.62661290322581,0.625,24,582,1774.8500000000001,1.0,144.0,0.0,0.0,1.0
3078.17,0.4024247198822677,0.030456852791878174,29.29888888888889,0.6666666666666666,6,197,263.69,1.0,0.0,1.0,0.0,0.0
889.24,0.3861693131213171,0.02040816326530612,32.85,0.0,1,49,98.55000000000001,1.0,0.0,0.0,1.0,0.0
18629.920000000002,0.38715128674733984,0.030373831775700934,25.383783783783784,0.3333333333333333,39,1284,1878.4,1.0,0.0,0.0,0.0,1.0
6366.81,0.38625212626103184,0.029850746268656716,29.29888888888889,0.0,4,134,263.69,1.0,24.0,1.0,0.0,0.0
14022.92,0.38349182623875766,0.02857142857142857,32.85,0.0,1,35,98.55000000000001,1.0,24.0,0.0,1.0,0.0
17210.88,0.3947806271381824,0.02206194314806958,25.383783783783784,0.25,52,2357,1878.4,1.0,24.0,0.0,0.0,1.0
3173.28,0.3896910452276509,0.032520325203252036,29.29888888888889,0.0,4,123,263.69,1.0,48.0,1.0,0.0,0.0
779.1,0.38462071621101274,0.030303030303030304,32.85,0.0,1,33,98.55000000000001,1.0,48.0,0.0,1.0,0.0
19220.55,0.39284516832244654,0.025930572982015895,25.383783783783784,0.0967741935483871,62,2391,1878.4,1.0,48.0,0.0,0.0,1.0
1998.9,0.4122312271749462,0.0297029702970297,29.29888888888889,0.0,6,202,263.69,1.0,72.0,1.0,0.0,0.0
15458.09,0.39856229974078294,0.030197444831591175,25.383783783783784,0.07692307692307693,52,1722,1878.4,1.0,72.0,0.0,0.0,1.0
1381.85,0.3910043058219054,0.024096385542168676,29.29888888888889,0.75,8,332,263.69,1.0,96.0,1.0,0.0,0.0
12750.36,0.39288302447930884,0.0273972602739726,25.383783783783784,0.45454545454545453,44,1606,1878.4,1.0,96.0,0.0,0.0,1.0
9575.49,0.3960291431561205,0.04948805460750853,25.383783783783784,0.1724137931034483,29,586,1878.4,1.0,144.0,0.0,0.0,1.0
21533.24,0.39450875948069125,0.030864197530864196,60.076,0.1,10,324,300.38,1.0,0.0,1.0,0.0,0.0
10330.9,0.39563278126784696,0.024297646165527716,31.276105263157895,0.40625,32,1317,2971.23,1.0,0.0,0.0,0.0,1.0
3187.15,0.38777381045761894,0.030303030303030304,60.076,1.0,3,99,300.38,1.0,24.0,1.0,0.0,0.0
25779.0,0.3935339656309399,0.026874115983026876,31.276105263157895,0.3508771929824561,57,2121,2971.23,1.0,24.0,0.0,0.0,1.0
2218.26,0.3861412999377891,0.024096385542168676,60.076,0.0,4,166,300.38,1.0,48.0,1.0,0.0,0.0
16941.16,0.3971510156329318,0.02145214521452145,31.276105263157895,0.09615384615384616,52,2424,2971.23,1.0,48.0,0.0,0.0,1.0
1500.58,0.39710718522171423,0.03125,60.076,0.6666666666666666,3,96,300.38,1.0,72.0,1.0,0.0,0.0
145.92,0.38453947368421043,0.020833333333333332,26.8,0.0,1,48,80.4,1.0,72.0,0.0,1.0,0.0
19632.38,0.39543484284635894,0.030933333333333334,31.276105263157895,0.3448275862068966,58,1875,2971.23,1.0,72.0,0.0,0.0,1.0
-1078.1499999999999,0.3387220702128646,0.026737967914438502,60.076,1.2,5,187,300.38,1.0,96.0,1.0,0.0,0.0
16690.94,0.3927351065907611,0.018010291595197257,31.276105263157895,0.047619047619047616,42,2332,2971.23,1.0,96.0,0.0,0.0,1.0
92.6,0.39136069114470834,0.047619047619047616,60.076,0.0,1,21,300.38,1.0,144.0,1.0,0.0,0.0
412.55,0.3824203126893711,0.05,26.8,0.0,1,20,80.4,1.0,144.0,0.0,1.0,0.0
8967.9,0.3963353627939651,0.047075606276747506,31.276105263157895,0.06060606060606061,33,701,2971.23,1.0,144.0,0.0,0.0,1.0
2532.89,0.3872675481367134,0.02973977695167286,29.933333333333334,0.0,8,269,359.2,1.0,0.0,1.0,0.0,0.0
12268.78,0.39199887030332276,0.025243832472748137,21.815106382978723,0.022727272727272728,44,1743,2050.62,1.0,0.0,0.0,0.0,1.0
9363.4,0.399330392806032,0.01951219512195122,29.933333333333334,0.0,8,410,359.2,1.0,24.0,1.0,0.0,0.0
12626.02,0.3965072762438203,0.031914893617021274,21.815106382978723,0.0625,48,1504,2050.62,1.0,24.0,0.0,0.0,1.0
828.84,0.395742000868684,0.02702702702702703,29.933333333333334,0.0,1,37,359.2,1.0,48.0,1.0,0.0,0.0
-28.09,0.5590281238875044,0.022988505747126436,21.590000000000003,2.5,2,87,64.77000000000001,1.0,48.0,0.0,1.0,0.0
17491.9,0.4003734128367988,0.027651858567543066,21.815106382978723,0.6065573770491803,61,2206,2050.62,1.0,48.0,0.0,0.0,1.0
1663.48,0.40952413013682165,0.02912621359223301,29.933333333333334,0.0,6,206,359.2,1.0,72.0,1.0,0.0,0.0
16543.39,0.3793615818765077,0.03225806451612903,21.590000000000003,1.0,3,93,64.77000000000001,1.0,72.0,0.0,1.0,0.0
13886.0,0.39234869652887805,0.02667290594291062,21.815106382978723,0.5614035087719298,57,2137,2050.62,1.0,72.0,0.0,0.0,1.0
2649.48,0.3977806588462642,0.02348993288590604,29.933333333333334,0.0,7,298,359.2,1.0,96.0,1.0,0.0,0.0
17.549999999999997,0.37165242165242157,0.021739130434782608,21.590000000000003,0.0,1,46,64.77000000000001,1.0,96.0,0.0,1.0,0.0
14446.66,0.3931770388449648,0.01828410689170183,21.815106382978723,0.07692307692307693,39,2133,2050.62,1.0,96.0,0.0,0.0,1.0
9622.33,0.3917339147586915,0.036170212765957444,21.815106382978723,0.5882352941176471,34,940,2050.62,1.0,144.0,0.0,0.0,1.0
724.66,0.3927317638616731,0.029411764705882353,49.324,0.8,5,170,246.62,1.0,0.0,1.0,0.0,0.0
16.05,0.38146417445482866,0.02631578947368421,20.57,0.0,1,38,61.71,1.0,0.0,0.0,1.0,0.0
18805.420000000002,0.39455427743703675,0.024953789279112754,26.097471264367815,0.6296296296296297,81,3246,2270.48,1.0,0.0,0.0,0.0,1.0
2327.57,0.3975473562556658,0.0228310502283105,49.324,0.6,5,219,246.62,1.0,24.0,1.0,0.0,0.0
19736.29,0.39520379463414856,0.025688073394495414,26.097471264367815,0.09523809523809523,42,1635,2270.48,1.0,24.0,0.0,0.0,1.0
2350.44,0.39356801279760384,0.03125,49.324,0.0,3,96,246.62,1.0,48.0,1.0,0.0,0.0
210.9,0.4026315789473684,0.02564102564102564,20.57,0.0,1,39,61.71,1.0,48.0,0.0,1.0,0.0
17522.86,0.3912082959060336,0.026606425702811246,26.097471264367815,0.2830188679245283,53,1992,2270.48,1.0,48.0,0.0,0.0,1.0
8128.54,0.38917557150484594,0.029508196721311476,49.324,0.3333333333333333,9,305,246.62,1.0,72.0,1.0,0.0,0.0
15789.91,0.3961109024687285,0.019776440240756664,26.097471264367815,0.5652173913043478,69,3489,2270.48,1.0,72.0,0.0,0.0,1.0
1560.02,0.3911196651324983,0.01764705882352941,49.324,0.6666666666666666,3,170,246.62,1.0,96.0,1.0,0.0,0.0
15727.14,0.3935908499574621,0.029447852760736196,26.097471264367815,0.14583333333333334,48,1630,2270.48,1.0,96.0,0.0,0.0,1.0
307.29,0.40455921116860305,0.043478260869565216,49.324,0.0,1,23,246.62,1.0,144.0,1.0,0.0,0.0
3782.25,0.401369713794699,0.0446927374301676,26.097471264367815,0.1875,16,358,2270.48,1.0,144.0,0.0,0.0,1.0
6984.18,0.4017079743076496,0.03146853146853147,67.24333333333333,0.4444444444444444,9,286,201.73,1.0,0.0,1.0,0.0,0.0
140.54,0.41405720791233813,0.030303030303030304,27.923333333333332,0.0,1,33,83.77,1.0,0.0,0.0,1.0,0.0
18587.72,0.3908447781653694,0.021798365122615803,17.8757,0.3125,48,2202,1787.57,1.0,0.0,0.0,0.0,1.0
4203.92,0.3942138052103751,0.022641509433962263,67.24333333333333,0.16666666666666666,6,265,201.73,1.0,24.0,1.0,0.0,0.0
10428.81,0.40344913753342904,0.021037181996086105,17.8757,0.20930232558139536,43,2044,1787.57,1.0,24.0,0.0,0.0,1.0
1504.45,0.3961490245604706,0.02145922746781116,67.24333333333333,0.0,5,233,201.73,1.0,48.0,1.0,0.0,0.0
19256.95,0.39993044589096405,0.03431708991077557,17.8757,0.18,50,1457,1787.57,1.0,48.0,0.0,0.0,1.0
6643.28,0.3923569230861863,0.03137254901960784,67.24333333333333,0.5,8,255,201.73,1.0,72.0,1.0,0.0,0.0
24804.58,0.37765248998370465,0.020335985853227233,17.8757,0.6956521739130435,69,3393,1787.57,1.0,72.0,0.0,0.0,1.0
2846.64,0.39807899839811145,0.024691358024691357,67.24333333333333,0.0,6,243,201.73,1.0,96.0,1.0,0.0,0.0
19972.920000000002,0.39256946405432963,0.02619647355163728,17.8757,0.6346153846153846,52,1985,1787.57,1.0,96.0,0.0,0.0,1.0
1306.25,0.40218457416267944,0.04195804195804196,67.24333333333333,0.0,6,143,201.73,1.0,144.0,1.0,0.0,0.0
18459.0,0.39377028549758925,0.05056179775280899,17.8757,0.09259259259259259,54,1068,1787.57,1.0,144.0,0.0,0.0,1.0
496.63,0.38713811086724514,0.03205128205128205,44.519999999999996,1.0,5,156,222.6,1.0,0.0,1.0,0.0,0.0
15179.17,0.39399519868345895,0.02263137706175681,27.744,0.3898305084745763,59,2607,2219.52,1.0,0.0,0.0,0.0,1.0
2916.66,0.3943676671260962,0.02413793103448276,44.519999999999996,1.0,7,290,222.6,1.0,24.0,1.0,0.0,0.0
15655.4,0.39676927449953364,0.03312990409764603,27.744,0.13157894736842105,38,1147,2219.52,1.0,24.0,0.0,0.0,1.0
3658.51,0.38342420821591305,0.030534351145038167,44.519999999999996,0.0,8,262,222.6,1.0,48.0,1.0,0.0,0.0
17220.69,0.38695817066563526,0.020717721050684423,27.744,0.19642857142857142,56,2703,2219.52,1.0,48.0,0.0,0.0,1.0
2207.55,0.3905170890806551,0.025477707006369428,44.519999999999996,0.875,8,314,222.6,1.0,72.0,1.0,0.0,0.0
286.25,0.3933973799126638,0.022727272727272728,18.406666666666666,0.0,1,44,55.22,1.0,72.0,0.0,1.0,0.0
33702.3,0.39174258730116346,0.025878717651602934,27.744,0.11940298507462686,67,2589,2219.52,1.0,72.0,0.0,0.0,1.0
5711.86,0.3963729853322735,0.03048780487804878,44.519999999999996,0.2,10,328,222.6,1.0,96.0,1.0,0.0,0.0
20700.71,0.3998239577289861,0.020635575732562937,27.744,0.3,50,2423,2219.52,1.0,96.0,0.0,0.0,1.0
99.51,0.4261611898301679,0.057692307692307696,44.519999999999996,1.3333333333333333,3,52,222.6,1.0,144.0,1.0,0.0,0.0
8812.57,0.3959067559179672,0.04941176470588235,27.744,0.42857142857142855,42,850,2219.52,1.0,144.0,0.0,0.0,1.0
4006.31,0.390100142025954,0.022613065326633167,46.0075,0.2222222222222222,9,398,184.03,1.0,0.0,1.0,0.0,0.0
15011.630000000001,0.3897748412397588,0.02668034889687019,26.77558441558442,0.23076923076923078,52,1949,2061.7200000000003,1.0,0.0,0.0,0.0,1.0
18247.5,0.38036541992053713,0.03125,46.0075,0.0,2,64,184.03,1.0,24.0,1.0,0.0,0.0
18762.57,0.39138985757281647,0.021382206949217258,26.77558441558442,0.30357142857142855,56,2619,2061.7200000000003,1.0,24.0,0.0,0.0,1.0
3073.66,0.3871358901114632,0.020833333333333332,46.0075,1.4,5,240,184.03,1.0,48.0,1.0,0.0,0.0
25522.78,0.38848724551165664,0.025632377740303542,26.77558441558442,0.2894736842105263,76,2965,2061.7200000000003,1.0,48.0,0.0,0.0,1.0
6420.49,0.39048013469376947,0.025089605734767026,46.0075,0.0,7,279,184.03,1.0,72.0,1.0,0.0,0.0
16069.95,0.396073410309304,0.020555877243775333,26.77558441558442,1.2253521126760563,71,3454,2061.7200000000003,1.0,72.0,0.0,0.0,1.0
1955.16,0.4106293602569612,0.02654867256637168,46.0075,0.5,6,226,184.03,1.0,96.0,1.0,0.0,0.0
20845.28,0.3957526260141384,0.01812688821752266,26.77558441558442,0.20833333333333334,72,3972,2061.7200000000003,1.0,96.0,0.0,0.0,1.0
6853.45,0.3983791083322997,0.03409090909090909,26.77558441558442,0.2857142857142857,21,616,2061.7200000000003,1.0,144.0,0.0,0.0,1.0
3581.96,0.3890424516186669,0.029069767441860465,75.31,0.0,5,172,225.93,1.0,0.0,1.0,0.0,0.0
-1604.3999999999999,0.350411368735976,0.018518518518518517,20.61,1.0,2,108,61.83,1.0,0.0,0.0,1.0,0.0
